prod_solar-UPV,load_solar-UPV,prod_wind-onshore,load_wind-onshore,prod_ng,load_ng,prod_CCGT,load_CCGT,sLev,sCh,sDis,demand
13991.747648466686,13991.747648466686,40933.940069753175,2296.252351533314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16288.0
13905.81453595867,13905.81453595867,41601.32853877535,2323.1854640413294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16229.0
11231.061774553611,11231.061774553611,41084.25768764956,4880.938225446389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16112.0
7509.167446287645,7509.167446287645,38261.89469117756,8679.832553712355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16189.0
0.0,0.0,39628.456963218094,17255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17255.0
0.0,0.0,42087.88399970037,18655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18655.0
0.0,0.0,43159.97685137846,18565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18565.0
0.0,0.0,42934.63469413551,18063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18063.0
0.0,0.0,41640.77222558973,17345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17345.0
0.0,0.0,39210.050097583204,16180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16180.0
0.0,0.0,37639.773796942936,14569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14569.0
0.0,0.0,36062.78507530014,13241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13241.0
0.0,0.0,33828.65367324644,12306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12306.0
0.0,0.0,31520.31833305524,11908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11908.0
0.0,0.0,30779.86149189562,11721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11721.0
0.0,0.0,30160.624913624975,11702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11702.0
0.0,0.0,30291.352167018467,12111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12111.0
0.0,0.0,29847.303094835912,13296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13296.0
0.0,0.0,29536.675444725945,15586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15586.0
695.2065063262216,695.2065063262216,30486.823985661504,16177.793493673778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16873.0
8963.718008663282,8963.718008663282,31090.72121596463,7969.281991336718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16933.0
16860.668666820187,16860.668666820187,28703.90539449363,73.33133317981265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16934.0
